country_code,year,total_debt
BOL       ,2002,101695065191.15
LAO       ,2010,101595260829.53
TGO       ,2024,101497582027.23
ALB       ,2009,101457154933.54
MNE       ,2022,101422419799.35
UGA       ,2004,101206332331.16
DOM       ,2028,101133735713.2
COG       ,2009,100943504288.61
MLI       ,2014,100895089957.81
LBN       ,2027,100888685780.1
RWA       ,2017,100794101023.47
UGA       ,2005,100530633349.59
YEM       ,2000,100432496208.76
MDV       ,2021,100415064835.0
MKD       ,2011,100372496823.61
GUY       ,2023,100260498836.91
LBN       ,2026,100237769068.1
DOM       ,2025,100131032709.4
MNE       ,2017,99952174738.8
MNE       ,2013,99838399761.6
UGA       ,2003,99727027233.87
VNM       ,2030,99595484249.5
ECU       ,2028,99439975647.3
TJK       ,2021,99377619014.85
MOZ       ,2004,99364160663.98
ZMB       ,2001,99321468393.24
PRY       ,2005,99028992963.22
MUS       ,2009,98723044241.32
GTM       ,2002,98673367334.02
ETH       ,2007,98496945139.15
UZB       ,2006,98436048927.84
BEN       ,2017,98430945472.05
UZB       ,2000,98070431464.68001
MNE       ,2015,98024473918.85
GAB       ,2012,97978131120.74
MDG       ,2019,97839340629.52
HND       ,2001,97780180173.65
HND       ,2002,97775658572.33
GTM       ,2001,97731222649.47
MOZ       ,2006,97616363398.49
TJK       ,2020,97551157270.44
HND       ,2008,97355880774.67
MUS       ,2008,97341809332.51
UZB       ,2004,97306788230.75
JAM       ,2003,97282841575.58
COG       ,2007,97186191056.56
LKA       ,2026,97163010298.8
NPL       ,2010,97112705700.85
LBN       ,2028,97060146905.1
UZB       ,2005,96985660941.95999
SEN       ,2004,96672105083.26
NIC       ,2009,96343100815.64
HND       ,2000,96271875330.7
ECU       ,2029,96192138809.8
MOZ       ,2027,96115118778.6
NER       ,2019,95840010864.29001
MRT       ,2015,95734713370.39
NIC       ,2004,95713892777.56999
MMR       ,2001,95668913044.49
UZB       ,2032,95606163382.3
SEN       ,2005,95383013079.84
MDG       ,2018,95247267299.68001
CMR       ,2010,95237254698.06
LAO       ,2009,95156591716.29
SYR       ,2012,94958128709.0
MRT       ,2020,94597528347.62
CMR       ,2009,94582350839.56
TCD       ,2013,94525746260.1
UZB       ,2003,94329659114.0
UZB       ,2031,94279483574.6
ECU       ,2030,94173493901.4
SRB       ,2026,94172400897.6
KGZ       ,2011,94133498019.88
ZMB       ,2005,93785425627.54
MRT       ,2019,93751308294.69
SYR       ,2019,93748599197.2
HND       ,2006,93631310714.95999
HND       ,2009,93583775609.9
SEN       ,2008,93307956155.09
SYR       ,2018,93205933323.89
GHA       ,2026,93105034891.8
GAB       ,2010,92980815189.57
ECU       ,2031,92967522971.2
BFA       ,2010,92885562027.1
BWA       ,2009,92681742021.95
AGO       ,2032,92575660956.7
MDG       ,2003,92539315471.59
BOL       ,2001,92339872392.83
MKD       ,2012,92317458316.06
ETH       ,2006,92179373386.88
MDV       ,2023,91914751097.34
MDA       ,2019,91576459961.26
MOZ       ,2000,91462712945.88
ZMB       ,2000,91461828303.79001
NPL       ,2009,91347598661.03
BLR       ,2027,91207008248.8
CMR       ,2008,90967672021.12
MAR       ,2029,90822086528.1
MRT       ,2024,90624467447.01
BWA       ,2011,90404009624.26
NIC       ,2005,90390371536.21
VNM       ,2031,90370099959.7
MDA       ,2018,90310785007.64
MNE       ,2014,90259833172.17
ZMB       ,2010,90125113335.59
KHM       ,2009,90110651438.01
TJK       ,2019,89751995819.68
SEN       ,2003,89609508366.74
NPL       ,2008,89449873023.98
MRT       ,2023,89223504708.89
ZWE       ,2009,89192336128.39
MDG       ,2004,89162632640.24
MOZ       ,2002,88805080820.31
MDG       ,2017,88549590114.09
SYR       ,2022,88502156373.24
MDA       ,2017,88446473121.59
LBN       ,2029,88418350432.3
RWA       ,2016,88195438158.65
CMR       ,2007,88074927035.13
MDV       ,2020,87906918583.38
KEN       ,2028,87827445494.4
TKM       ,2010,87754854836.56
BLR       ,2004,87592270453.93001
TJK       ,2018,87542069226.71
MRT       ,2017,87491661532.27
PRY       ,2003,87429743268.48
LAO       ,2008,87400460306.87
MLI       ,2012,87397595634.38
MRT       ,2016,87150551082.95
MLI       ,2011,86911635200.05
SYR       ,2023,86757273163.66
MRT       ,2018,86727312001.43001
KEN       ,2026,86708435100.0
UZB       ,2002,86651894821.41
LAO       ,2007,86306283496.1
SRB       ,2029,86259781741.0
MRT       ,2012,86204870521.82
SYR       ,2017,86197845067.97
MWI       ,2023,86191818178.05
MRT       ,2022,86123366532.55
ECU       ,2032,85978488823.6
VNM       ,2032,85879683357.4
MAR       ,2030,85816228763.6
MOZ       ,2003,85678512933.63
MDV       ,2022,85427931327.84
UGA       ,2001,85376667061.67
MRT       ,2021,85092177046.18
KHM       ,2008,84902727886.68
LBN       ,2031,84861411759.1
MKD       ,2009,84785796885.46
NIC       ,2006,84762342565.78
NPL       ,2007,84731036846.55
SRB       ,2025,84376770525.7
BLR       ,2025,84316708328.4
PRY       ,2004,84310327225.52
GHA       ,2025,84239781362.4
MNE       ,2012,84171441673.39
SYR       ,2020,83925688394.95
SLV       ,2000,83748876096.36
SYR       ,2021,83566244535.63
NIC       ,2008,83307349631.43
MDV       ,2018,83227855528.75
BWA       ,2024,82990377160.56
BEN       ,2016,82987376742.59
MNE       ,2011,82679581020.11
GAB       ,2008,82600210185.03
SEN       ,2007,82590240604.96
MRT       ,2013,82491495599.36
BIH       ,2003,82168810560.76
MDG       ,2002,82132480412.0
AZE       ,2005,82072577983.11
MWI       ,2024,81965625288.91
UGA       ,2002,81754939585.64
MNE       ,2016,81580697435.41
TCD       ,2024,81570165793.45999
NER       ,2011,81463584177.51
MDA       ,2013,81457860770.94
NIC       ,2007,81397148025.4
NER       ,2018,81225927878.93
NER       ,2017,81128413458.84
GTM       ,2000,81109212655.74
MNG       ,2026,80944354145.2
KHM       ,2006,80911346326.36
KEN       ,2027,80758081397.4
MNG       ,2027,80750902398.5
SEN       ,2002,80537913865.59
SYR       ,2013,80530458591.39
MRT       ,2014,80308982545.14
CMR       ,2006,80098041918.21
PRY       ,2029,80021587226.9
NPL       ,2006,79924986625.4
KGZ       ,2009,79672515476.64
MWI       ,2022,79582039885.83
LKA       ,2029,79569260106.1
MNG       ,2025,79516579971.3
BWA       ,2014,79441299256.32
MAR       ,2032,79317915728.3
MDG       ,2000,79157384324.67
COG       ,2003,79007379464.97
SEN       ,2027,78955214627.4
TCD       ,2023,78941938615.13
TJK       ,2014,78930285536.75
MLI       ,2009,78922196916.23
BLR       ,2026,78770173597.7
HND       ,2007,78716071468.96
MDG       ,2005,78435669743.08
BWA       ,2021,78411286212.97
BFA       ,2009,78103108733.07
BWA       ,2022,77971990588.82
JOR       ,2025,77938022126.7
UZB       ,2030,77463295088.6
JOR       ,2027,77087772420.1
RWA       ,2015,77035465660.35
SYR       ,2016,76988943352.16
LKA       ,2027,76980131310.5
KEN       ,2030,76951301478.2
MKD       ,2010,76948636529.55
TJK       ,2015,76803405242.24
MLI       ,2010,76802071638.33
MLI       ,2005,76655213487.15
GAB       ,2009,76632972861.06
GIN       ,2018,76547811345.16
MDG       ,2015,76421970836.58
MDA       ,2016,76396140800.34
NPL       ,2005,76228640685.73
ZWE       ,2007,76133705974.48
UGA       ,2008,76032349803.81999
TUN       ,2026,75997169820.1
BEN       ,2014,75994572309.77
KAZ       ,2031,75987702058.9
AFG       ,2020,75943191269.28
SYR       ,2014,75929646467.71
HTI       ,2021,75901993025.12
TJK       ,2016,75889209436.25
AFG       ,2012,75665890924.09
AGO       ,2031,75597949613.6
ARM       ,2008,75388916836.67
TCD       ,2021,75385481657.4
KEN       ,2029,75080272017.5
SYR       ,2015,74986290647.25
TCD       ,2017,74983693123.35
SYR       ,2007,74868138360.4
MDA       ,2014,74715149532.78
NPL       ,2004,74658923417.37
MDG       ,2014,74654748795.58
KHM       ,2005,74530700085.17
MDG       ,2001,74507043663.89
TJK       ,2013,74238091686.47
NER       ,2016,74030672243.81
UGA       ,2007,74012379961.28
AZE       ,2026,73951843248.5
SEN       ,2001,73788524156.64
THA       ,2029,73785938490.2
TJK       ,2012,73704790801.08
GAB       ,2004,73684563719.23
MDV       ,2019,73630670712.25
UGA       ,2000,73623390274.89
HTI       ,2014,73606433364.87
TCD       ,2020,73599221342.96
GAB       ,2005,73573982736.81
AFG       ,2013,73553799691.9
AFG       ,2014,73396572422.08
AFG       ,2011,73319582577.07
TGO       ,2023,73239800717.44
GHA       ,2027,73152980109.7
LKA       ,2028,73078574583.6
DJI       ,2023,73040774012.12
BWA       ,2023,72900017000.77
HTI       ,2023,72852304016.63
KGZ       ,2010,72578336785.57
HTI       ,2022,72532668022.41
MKD       ,2008,72259858064.11
BWA       ,2012,71808902470.15
ETH       ,2028,71794463473.2
AFG       ,2019,71772440538.96
NPL       ,2003,71769047723.88
MRT       ,2011,71713702738.8
TCD       ,2011,71678360143.52
MDG       ,2016,71650495550.07
KHM       ,2004,71556441742.19
BWA       ,2013,71458113600.94
TJK       ,2010,71453954783.01
MDA       ,2012,71361627943.17
MWI       ,2021,71180469489.91
KEN       ,2031,71173871180.3
MDA       ,2015,71116927226.35
GUY       ,2022,70968811536.75
MWI       ,2020,70942188559.89
GAB       ,2006,70934041154.01
AFG       ,2017,70811933893.66
TCD       ,2012,70789194907.13
SUR       ,2024,70604401858.55
TJK       ,2011,70473906127.62
MLI       ,2004,70436092136.59
JOR       ,2029,70118423467.3
LKA       ,2030,70083495473.5
TCD       ,2019,70056528886.15
BEN       ,2015,69942786394.9
AFG       ,2010,69833354983.22
SEN       ,2028,69802076153.8
RWA       ,2014,69733025010.13
BTN       ,2020,69698264338.45
NER       ,2015,69652381672.48
AFG       ,2015,69601559091.32
TCD       ,2022,69598497510.68
ZWE       ,2008,69588179521.5
MRT       ,2010,69418319833.96
SRB       ,2030,69401781015.4
AFG       ,2018,69382571510.81
MDG       ,2013,69130395988.31999
SOM       ,2020,69083721682.49
SEN       ,2006,69018061872.62
TCD       ,2018,68917660360.85
ARM       ,2007,68903173547.87
MOZ       ,2001,68839283408.05
TCD       ,2015,68799713175.11
SUR       ,2016,68765940974.58
SEN       ,2000,68628442560.21
TCD       ,2010,68622898012.86
ZWE       ,2004,68471065316.74
BFA       ,2008,68466873695.06
MDG       ,2008,68259389189.94
BEN       ,2013,67896721195.73
COG       ,2002,67796291481.25
ALB       ,2007,67725009558.8
LKA       ,2031,67716870595.2
KHM       ,2007,67644551790.18
AFG       ,2016,67579921348.65
BWA       ,2016,67510058061.5
HTI       ,2013,67358343839.17
DOM       ,2029,67331022277.8
MKD       ,2007,67202242433.99
TGO       ,2021,67098290867.96
SOM       ,2018,66967930726.159996
SUR       ,2019,66806623721.22
KGZ       ,2008,66752956176.96
AFG       ,2009,66740577512.57
MDA       ,2011,66644803549.65
ZWE       ,2006,66643308360.2
ZMB       ,2008,66423605558.729996
MNE       ,2010,66377146194.28
MUS       ,2003,66226699608.72
MWI       ,2004,66154898667.72
ZMB       ,2009,66142304022.7
MDG       ,2012,65939747435.47
XKX       ,2024,65888275446.15
KHM       ,2003,65855169980.51
COG       ,2001,65713711615.44
BLR       ,2003,65656464887.99
MLI       ,2008,65430345080.39
BWA       ,2018,65404894431.5
HTI       ,2015,65336277373.65
HTI       ,2018,65192921813.03
FJI       ,2024,64986674465.29
MLI       ,2003,64752791960.37
SUR       ,2023,64527665145.89
BTN       ,2024,64494902255.31
BWA       ,2015,64398652289.76
ZWE       ,2003,64351987772.41
RWA       ,2013,64295097349.25
DJI       ,2024,64257297333.93
SYR       ,2006,64172414939.8
ZMB       ,2006,64101081989.78
BIH       ,2002,64061714897.63
SOM       ,2019,63988094575.69
TCD       ,2016,63849909528.02
LAO       ,2006,63744549785.57
HTI       ,2008,63685074166.96
MRT       ,2009,63552316714.48
HTI       ,2020,63506360346.44
ETH       ,2026,63460738409.5
PRY       ,2002,63408027776.93
SUR       ,2022,63384222998.84
GHA       ,2028,63363784739.1
MNG       ,2009,63295349594.3
ZMB       ,2025,63133679108.0
MOZ       ,2028,63089481049.6
NPL       ,2002,63067420532.53
GIN       ,2007,62955074073.5
MDG       ,2011,62877155907.5
BWA       ,2017,62876092483.65
GAB       ,2003,62863493905.63
COG       ,2000,62782176595.63
GIN       ,2011,62750757000.48
XKX       ,2023,62650950903.08
SOM       ,2022,62523968976.11
ETH       ,2027,62397222542.9
SEN       ,2031,62318110135.5
FJI       ,2022,62287225388.729996
TUN       ,2027,62152182000.200005
HTI       ,2016,62140837972.69
NPL       ,2000,62040785695.01
MWI       ,2005,62035628096.85
GIN       ,2008,61993009590.25
SEN       ,2029,61947951332.0
LKA       ,2032,61907611186.2
ZMB       ,2007,61695562807.53
SEN       ,2030,61601247716.0
MDA       ,2010,61583038467.36
BLR       ,2002,61572104091.09
MWI       ,2019,61561916168.05
LAO       ,2025,61412086122.9
PRY       ,2027,61299443650.0
HTI       ,2017,61234097378.05
NER       ,2013,61114387025.9
HTI       ,2019,61090696807.31
SOM       ,2021,60734326768.17
MUS       ,2005,60658144264.8
ZWE       ,2005,60415615569.49
GAB       ,2000,60386423775.07
MDG       ,2010,60339036716.69
LBN       ,2030,60149252500.2
MLI       ,2007,59858205922.020004
BWA       ,2019,59661307921.409996
GIN       ,2009,59608425274.770004
SYR       ,2024,59568047542.51
GIN       ,2010,59506508659.1
MWI       ,2003,59490602551.56
NER       ,2014,59475288215.04
DJI       ,2020,59455167636.67
GHA       ,2029,59452694916.5
NPL       ,2001,59447733591.5
DOM       ,2031,59368061235.5
MWI       ,2018,59181629137.31
GIN       ,2004,59181480393.93
TGO       ,2022,59053059294.64
GEO       ,2007,59015707750.13
MUS       ,2006,58981199933.72
THA       ,2030,58828147499.2
TGO       ,2020,58731476448.74
BWA       ,2010,58724511307.27
LAO       ,2005,58718117755.39
PRY       ,2000,58683641550.21
BTN       ,2023,58533519156.25
TZA       ,2026,58418326471.0
SYR       ,2005,58372183871.9
XKX       ,2022,58337427485.47
KHM       ,2002,58253849658.909996
AFG       ,2008,57976512728.71
GIN       ,2006,57804157738.86
UGA       ,2006,57794773736.12
MDG       ,2007,57778445241.8
ALB       ,2006,57729615315.16
BTN       ,2022,57634691490.409996
JOR       ,2028,57415547499.8
HTI       ,2012,57408171066.17
AFG       ,2007,57401436812.49
GIN       ,2017,57395245790.28
DJI       ,2021,57322464091.33
XKX       ,2021,57226407590.74
BIH       ,2000,57139591570.56
PNG       ,2008,57011009708.37
DJI       ,2022,56741543140.1
ZWE       ,2002,56654135038.67
TJK       ,2008,56623966449.19
SOM       ,2023,56541170233.14
GIN       ,2005,56487071310.35
ZWE       ,2000,56471831841.7
SUR       ,2018,56466855943.99
PRY       ,2026,56449742006.3
GIN       ,2003,56429234402.85
MDG       ,2009,56407597783.36
AZE       ,2004,55975688656.95
MWI       ,2017,55957521124.92
MLI       ,2002,55715907416.79
LAO       ,2002,55678771430.73
KEN       ,2032,55662978431.7
GTM       ,2026,55616110210.0
MWI       ,2002,55451826319.5
MKD       ,2006,55276432867.16
MLI       ,2001,55175736079.38
GAB       ,2002,55170710615.72
BIH       ,2001,54961631086.01
BFA       ,2007,54925758402.2
BTN       ,2021,54855054243.17
AFG       ,2021,54759736466.5
MNG       ,2028,54679659458.3
PRY       ,2001,54618444960.09
THA       ,2031,54553231660.8
BWA       ,2020,54537565487.29
SLV       ,2025,54515828642.6
GEO       ,2006,54270162078.19
ALB       ,2005,54227260698.52
AFG       ,2023,54125598126.1
MLI       ,2000,54123172823.79
MKD       ,2005,54098261198.75
MRT       ,2008,53929318304.24
PRY       ,2025,53894992156.0
DJI       ,2017,53695879799.32
NER       ,2012,53573115801.36
TJK       ,2009,53562072026.0
IRQ       ,2025,53560818273.2
DJI       ,2019,53556747467.56
MUS       ,2002,53113121611.75
GIN       ,2002,53076400866.51
SLV       ,2030,52984332201.7
BLR       ,2001,52828038685.11
MOZ       ,2031,52719009863.200005
SUR       ,2020,52696692822.12
MDG       ,2006,52691304294.98
SUR       ,2021,52618604395.25
MOZ       ,2029,52550405131.6
XKX       ,2020,52492429131.92
MDA       ,2008,52353764501.62
TZA       ,2027,52330145785.2
MNG       ,2008,52048149878.15
MLI       ,2006,51986161572.12
GIN       ,2001,51900870915.42
MWI       ,2000,51892788731.85
TKM       ,2009,51879147217.7
HTI       ,2010,51871673926.229996
PNG       ,2009,51786613424.07
FJI       ,2023,51700190867.200005
IRQ       ,2026,51670121080.5
BEN       ,2012,51637912479.0
AFG       ,2022,51540342861.84
MUS       ,2004,51534290106.0
ZWE       ,2001,51388151618.46
GAB       ,2001,51333359670.39
LAO       ,2004,51309750474.83
GIN       ,2000,51309363004.11
GNQ       ,2022,51280810318.16
AZE       ,2003,51262364742.84
KHM       ,2001,51215885956.46
BFA       ,2005,50953592613.47
BFA       ,2004,50844343540.32
DJI       ,2016,50650726818.83
TKM       ,2000,50615377833.22
HTI       ,2011,50541934851.94
KGZ       ,2007,50540270565.62
MWI       ,2001,50493337944.24
GHA       ,2030,50481748310.8
BTN       ,2019,50356213458.9
BLR       ,2028,50172511005.6
GIN       ,2013,50136502676.93
PNG       ,2007,50006695285.02
GIN       ,2016,49860577939.99
MKD       ,2004,49841704087.1
BTN       ,2016,49756000814.4
SOM       ,2017,49616070810.64
MDV       ,2017,49597180719.19
GTM       ,2029,49386228135.9
GUY       ,2021,49327046348.4
SUR       ,2017,49307936275.79
THA       ,2032,49216297702.8
GNQ       ,2019,49206744295.11
BTN       ,2017,49147444483.46
FJI       ,2021,49081205664.77
GIN       ,2015,48894011999.0
BLR       ,2000,48857233941.07
DJI       ,2018,48853550864.51
HTI       ,2009,48736407443.17
PRY       ,2031,48714100510.5
TZA       ,2028,48625016736.7
LAO       ,2001,48578523857.27
BOL       ,2028,48508294663.0
GTM       ,2027,48364731069.1
BTN       ,2014,48351074734.87
KHM       ,2000,48343532850.53
BLR       ,2030,48299792053.2
MDA       ,2007,48279270009.22
LBR       ,2024,48249767727.8
SLV       ,2026,48175345882.6
ZMB       ,2026,48084910666.9
GIN       ,2014,48082050809.29
NER       ,2010,47820544898.25
BEN       ,2010,47742121049.92
MWI       ,2014,47551513350.3
SLV       ,2029,47494634763.1
CMR       ,2025,47488481717.6
TUN       ,2028,47381828863.6
TGO       ,2019,47098737164.5
LAO       ,2026,47086836753.0
MRT       ,2005,46955154031.77
SLV       ,2027,46893793242.6
SOM       ,2016,46879122541.549995
GHA       ,2031,46859921967.3
LAO       ,2000,46858094459.54
MWI       ,2015,46789786631.67
BTN       ,2018,46561860813.51
HTI       ,2007,46497168869.93
GEO       ,2004,46472204477.65
LAO       ,2003,46437586005.2
MRT       ,2007,46320520019.42
BOL       ,2030,46136032655.2
IRQ       ,2027,46080828782.3
PRY       ,2028,46078823528.2
SOM       ,2015,45970777833.18
ALB       ,2004,45925949147.98
BTN       ,2015,45738026231.38
BEN       ,2011,45480327001.75
SOM       ,2013,45292455859.01
GEO       ,2005,45217784229.16
SOM       ,2014,45211589509.61
MWI       ,2016,45081567865.21
TCD       ,2008,44983165159.31
TCD       ,2009,44976385511.57
TZA       ,2029,44908469132.4
CMR       ,2026,44860653359.3
MWI       ,2013,44834759496.99
KGZ       ,2006,44777005474.5
PNG       ,2006,44777004482.85
GAB       ,2031,44587044833.7
MDA       ,2009,44580590136.21
GTM       ,2028,44262696629.0
SEN       ,2032,44120297719.9
BTN       ,2013,44109572774.51
LBR       ,2023,44056953732.87
BFA       ,2006,44009321591.19
FJI       ,2020,43994521173.74
BWA       ,2007,43932580977.78
GTM       ,2025,43667546834.7
MNG       ,2007,43666783957.81
PNG       ,2000,43646786803.06
RWA       ,2012,43483773599.44
LBN       ,2032,43427702722.3
AZE       ,2002,43391823442.83
NER       ,2003,43294524616.67
PRY       ,2030,43186659826.1
ARM       ,2006,43173773601.84
DJI       ,2015,43154990101.020004
BWA       ,2008,43090818187.92
HTI       ,2024,43041874415.35
BTN       ,2012,43024448462.17
GHA       ,2032,42943629734.8
BEN       ,2009,42755955877.69
SLE       ,2021,42699595132.590004
NER       ,2005,42688767268.65
BLR       ,2029,42683068449.7
GEO       ,2026,42606568664.7
MRT       ,2004,42510849605.33
SOM       ,2024,42493094113.36
CPV       ,2024,42436855155.72
MWI       ,2011,42433613392.24
NER       ,2004,42359563593.2
GUY       ,2012,42213394573.61
BEN       ,2004,42156540198.31
TUN       ,2029,41860201168.5
TCD       ,2007,41738368603.68
CPV       ,2023,41622974912.08
SLE       ,2020,41591776265.91
ETH       ,2029,41578105193.7
MKD       ,2025,41542091381.700005
BFA       ,2003,41513947455.58
MRT       ,2003,41169858973.13
CPV       ,2020,41097303792.909996
SRB       ,2031,41053514044.1
TZA       ,2030,40965257441.2
MNG       ,2029,40945211375.0
TUN       ,2031,40927755701.1
PNG       ,2005,40897316968.03
ZMB       ,2027,40870288761.0
MKD       ,2003,40791169574.61
MDV       ,2016,40789049120.49
BEN       ,2008,40785793576.62
CPV       ,2021,40772923438.799995
RWA       ,2011,40723253883.86
BEN       ,2005,40554243537.31
MOZ       ,2030,40540957843.9
MNE       ,2009,40503221335.68
UGA       ,2025,40489052248.4
BLZ       ,2021,40437944511.54
CPV       ,2022,40407520265.38
BLR       ,2031,40369954964.0
TCD       ,2006,40281762394.49
KGZ       ,2004,40247497933.86
HTI       ,2006,40208983986.5
TCD       ,2005,40162911146.840004
LBR       ,2022,40128381083.54
SOM       ,2008,40108815266.9
SLV       ,2028,40053725467.4
GNQ       ,2021,39938057672.12
SUR       ,2015,39858456437.58
ALB       ,2025,39755642272.7
SLE       ,2023,39741074223.14
GUY       ,2013,39651900365.69
NER       ,2009,39635750971.59
ALB       ,2003,39545515661.18
CPV       ,2013,39523738669.47
SOM       ,2007,39394568942.71
GEO       ,2025,39379754371.6
SOM       ,2012,39276637893.73
MRT       ,2006,39251537216.49
AZE       ,2000,39184580010.14
CPV       ,2019,39111046054.11
BLZ       ,2007,39105244583.01
SLE       ,2024,39059010070.62
GUY       ,2014,39057871589.71
SLE       ,2022,38908691880.03
PNG       ,2001,38846630829.31
SLE       ,2019,38674101337.73
MRT       ,2002,38667027257.340004
MRT       ,2000,38477686433.27
TJK       ,2007,38446902889.8
TGO       ,2017,38414682248.85
SLV       ,2032,38405991510.8
KHM       ,2025,38165657890.1
HND       ,2027,38059255214.1
SOM       ,2011,37963182545.92
MWI       ,2012,37897263345.729996
SOM       ,2006,37812741775.909996
KGZ       ,2005,37810061273.95
NER       ,2002,37805024451.19
CMR       ,2027,37762202326.3
ETH       ,2030,37737380046.0
MRT       ,2001,37731417586.71
BEN       ,2007,37597901587.72
SOM       ,2009,37570806188.1
GEO       ,2003,37563104210.41
TUN       ,2030,37525413044.6
HTI       ,2005,37518663463.21
GUY       ,2011,37279132610.54
CPV       ,2014,37278862609.49
XKX       ,2019,37250326511.71
TGO       ,2018,37239680849.67
BWA       ,2006,37120404440.12
JOR       ,2030,37052325707.8
SOM       ,2010,37045528738.9
SRB       ,2032,37007528140.0
GTM       ,2032,36973783545.4
UGA       ,2026,36848321467.9
MDA       ,2006,36692799265.28
GIN       ,2012,36653668970.58
CPV       ,2017,36567367045.409996
LBR       ,2007,36506688141.82
LAO       ,2027,36504727050.4
SOM       ,2004,36441454735.37
ARM       ,2005,36316893286.11
CPV       ,2012,36182410416.4
GUY       ,2020,36154729319.94
BFA       ,2002,36134315483.58
AZE       ,2025,36101723793.6
SOM       ,2005,36094610589.47
GUY       ,2018,35915946876.33
XKX       ,2017,35901985019.4
SYR       ,2004,35885676035.4
MNG       ,2031,35791398270.6
TCD       ,2004,35663275905.07
TGO       ,2016,35658122901.84
CPV       ,2018,35653684681.63
BWA       ,2005,35556844712.07
PNG       ,2003,35543317325.9
GTM       ,2031,35538268334.4
TGO       ,2009,35534917641.02
PNG       ,2004,35498751086.340004
ARM       ,2004,35490977985.18
TKM       ,2001,35452286081.24
GUY       ,2019,35404490120.63
BTN       ,2010,35341276406.91
SOM       ,2003,35313349927.1
BEN       ,2002,35307838495.479996
GEO       ,2002,35237561421.11
TZA       ,2031,35178007685.1
LBR       ,2008,34986792033.32
MKD       ,2002,34982747303.54
XKX       ,2018,34977606652.03
BEN       ,2003,34878980095.88
AFG       ,2024,34874184431.32
GEO       ,2028,34817155948.1
LBR       ,2006,34798584361.32
LBR       ,2021,34768556910.07
MNG       ,2006,34747412765.8
KGZ       ,2003,34739722904.33
TZA       ,2032,34702537604.3
RWA       ,2004,34645331930.25
TKM       ,2008,34627492105.15
AFG       ,2006,34566922199.08
TGO       ,2007,34552741751.26
BFA       ,2001,34253129379.989998
TCD       ,2003,34237334293.34
UGA       ,2027,34146001875.7
BEN       ,2001,34101020820.79
SLE       ,2017,34073692261.35
GNQ       ,2020,34060178735.66
NIC       ,2025,34015170195.9
GNQ       ,2023,33967130285.88
CMR       ,2028,33938656849.899998
BIH       ,2026,33938566788.9
AZE       ,2001,33836772890.77
BTN       ,2011,33817528046.52
LSO       ,2024,33779082757.010002
ARM       ,2025,33734575886.6
SLE       ,2018,33646923290.18
CPV       ,2015,33609961454.6
ALB       ,2002,33508867143.78
TGO       ,2008,33396403755.809998
BLZ       ,2024,33385367616.2
BEN       ,2006,33322535969.579998
SOM       ,2002,33260570334.18
TGO       ,2014,33259975500.52
TGO       ,2006,33162138804.62
UGA       ,2029,33149336014.7
SLE       ,2014,33048436122.26
BWA       ,2004,33041273899.67
PNG       ,2026,33002433355.2
NER       ,2008,32967826687.75
GUY       ,2017,32852853065.5
GMB       ,2024,32844007681.37
SOM       ,2000,32841904825.48
SLE       ,2013,32758653741.85
BOL       ,2025,32749121054.3
GEO       ,2001,32742356230.04
MWI       ,2009,32737976353.53
PNG       ,2002,32663111731.98
LAO       ,2028,32598560294.5
ZMB       ,2028,32583885684.0
LBR       ,2004,32548828350.829998
LSO       ,2021,32475038191.63
UGA       ,2028,32401049048.8
GEO       ,2027,32338369872.1
RWA       ,2005,32316180304.96
HND       ,2025,32281689174.8
KGZ       ,2000,32254961087.74
FJI       ,2019,32233142870.36
FJI       ,2015,32233023819.73
NER       ,2001,32206128222.47
LBR       ,2005,32185878824.14
HTI       ,2004,32154110755.04
TGO       ,2004,32125824072.8
KAZ       ,2032,32116201947.7
FJI       ,2017,32100722275.82
MNG       ,2004,32098315485.39
TGO       ,2015,31970416994.54
SWZ       ,2024,31952350670.3
DJI       ,2014,31868117506.53
FJI       ,2011,31852141660.62
SLE       ,2015,31840697513.71
SWZ       ,2022,31801797815.84
LSO       ,2019,31724506227.32
TKM       ,2002,31654248625.579998
BOL       ,2026,31647533116.8
SOM       ,2001,31621454674.78
NER       ,2000,31611872804.46
BEN       ,2025,31538210868.0
KGZ       ,2002,31511134069.15
MWI       ,2010,31502159560.629997
MKD       ,2000,31424371579.100002
GUY       ,2016,31396493707.14
SLE       ,2012,31372602594.86
SLE       ,2005,31286975544.48
BLZ       ,2023,31284760993.29
LSO       ,2022,31193893698.52
ARM       ,2003,31129912921.97
XKX       ,2013,31105334444.03
TGO       ,2010,31046867173.649998
LBR       ,2020,31039400976.58
CPV       ,2016,30998870231.22
LSO       ,2020,30968175485.39
TKM       ,2003,30904674454.34
SLE       ,2016,30887766583.74
SLE       ,2004,30837835914.05
UGA       ,2030,30818797812.5
SLV       ,2031,30653635897.7
TJK       ,2006,30547679874.329998
MKD       ,2001,30523376362.239998
HTI       ,2003,30464312924.05
CMR       ,2029,30413639693.7
TGO       ,2005,30385004188.24
XKX       ,2016,30373680528.02
MDA       ,2005,30348280217.75
LSO       ,2016,30344942065.719997
MNG       ,2005,30331649273.63
BEN       ,2026,30246886093.5
NIC       ,2026,30226542337.100002
PNG       ,2028,30128171717.1
RWA       ,2010,30098070346.0
LSO       ,2023,30082244844.52
ETH       ,2031,30054496117.8
MDV       ,2013,29991401483.02
