country_code,year,total_debt
TCD       ,2030,4713916844.8
FJI       ,2026,4707585483.5
VUT       ,2014,4687864495.71
COM       ,2001,4686809987.47
GRD       ,2001,4678732321.79
DMA       ,2008,4629650402.66
DJI       ,2032,4618198875.3
SLB       ,2007,4578594935.0199995
DMA       ,2007,4575869442.38
GMB       ,2029,4551672704.3
TKM       ,2029,4547579892.4
TON       ,2010,4501250854.47
DMA       ,2005,4488371490.62
TON       ,2021,4477049130.18
TON       ,2017,4449934171.13
DMA       ,2006,4416909270.14
TON       ,2020,4376944361.63
WSM       ,2005,4370083147.4
TON       ,2018,4357300618.34
GNQ       ,2025,4333056751.9
FJI       ,2027,4316373474.8
TON       ,2019,4275099095.49
XKX       ,2006,4273341485.73
WSM       ,2006,4241420471.15
TON       ,2022,4235868118.06
TON       ,2023,4235433747.94
VUT       ,2013,4222757011.76
SLB       ,2009,4186048958.06
SLB       ,2008,4150588173.85
VCT       ,2002,4132940200.32
VUT       ,2012,4115684322.58
WSM       ,2004,4105523507.58
MWI       ,2027,4077899593.7
TON       ,2012,4061362132.61
MWI       ,2028,4053904085.7999997
MWI       ,2026,4014912935.6
COM       ,2013,4005649689.88
SLB       ,2006,3999190249.18
TON       ,2014,3978938984.7000003
MWI       ,2029,3938571719.6
COM       ,2000,3923508448.1800003
TON       ,2016,3882555658.5499997
TCD       ,2031,3880952571.7
TON       ,2013,3870566658.68
CPV       ,2025,3859409701.4
FJI       ,2028,3853624713.7
CPV       ,2026,3845348056.5
TKM       ,2030,3836922508.2
COM       ,2014,3817682869.9100003
LSO       ,2025,3813914428.0
GNQ       ,2026,3774207031.1
MWI       ,2030,3770848419.0
VUT       ,2011,3724550394.83
SDN       ,2031,3716478186.0
SLB       ,2005,3715515935.04
VCT       ,2001,3694965850.88
TON       ,2015,3688857179.4300003
TKM       ,2031,3686746696.9
MWI       ,2025,3682750582.5
VCT       ,2000,3624049728.01
COM       ,2015,3612330223.27
TON       ,2024,3611569037.11
VUT       ,2010,3602401335.83
SLB       ,2001,3601823402.63
CPV       ,2027,3599705077.4
SLB       ,2004,3560285009.32
TKM       ,2032,3549796380.9
XKX       ,2005,3528947557.95
VUT       ,2008,3525465827.2
CPV       ,2028,3515061796.0
VUT       ,2009,3502030697.0
CPV       ,2029,3474169374.7999997
WSM       ,2003,3469175423.64
FJI       ,2029,3464419327.5
MWI       ,2031,3462809973.4
CPV       ,2032,3426304021.3
MWI       ,2032,3406747511.8
CPV       ,2030,3404391899.8
GNQ       ,2027,3381220126.2
XKX       ,2004,3372820705.3
LSO       ,2026,3351436163.1
SWZ       ,2027,3346789705.8
SLB       ,2002,3301475060.68
BLZ       ,2025,3301137223.8
FJI       ,2030,3292867661.1
SLB       ,2003,3244854023.7000003
XKX       ,2028,3237005918.3
GNB       ,2030,3198694689.8
FJI       ,2031,3186756001.5
TLS       ,2006,3176145011.72
TCD       ,2032,3144080395.2
BLZ       ,2026,3139369941.4
CPV       ,2031,3123516382.1
GNB       ,2031,3044970929.8
BLZ       ,2032,3043516301.8
BLZ       ,2027,3033469894.5
LSO       ,2027,3025763235.4
TON       ,2009,3019928217.25
SLB       ,2000,3008979552.02
AFG       ,2026,2988289455.3
MNE       ,2032,2984266230.5
SWZ       ,2028,2960369012.4
WSM       ,2002,2956699890.81
SWZ       ,2025,2949669112.4
WSM       ,2000,2936865293.98
SDN       ,2032,2931565178.8999996
SWZ       ,2026,2930078111.9
GNB       ,2032,2920574662.9
BWA       ,2030,2887627393.7000003
GNQ       ,2028,2862378468.6
AFG       ,2025,2848487895.1
AFG       ,2027,2825724201.9
XKX       ,2029,2816326458.5
BLZ       ,2028,2806582157.6
VUT       ,2007,2788776887.9700003
BLZ       ,2029,2773622681.6
XKX       ,2030,2772712218.5
GMB       ,2028,2754186548.9
WSM       ,2001,2720194843.99
AFG       ,2028,2651080136.0
BWA       ,2031,2631946342.8
LSO       ,2028,2631263697.9
LBR       ,2026,2631078911.4
BLZ       ,2030,2593821319.6
LBR       ,2025,2593104604.1
TON       ,2008,2581436584.46
AFG       ,2029,2571011813.8
SLE       ,2026,2566254450.6
TON       ,2007,2549324268.05
SLE       ,2025,2520305323.2
GNQ       ,2029,2507284858.1
SWZ       ,2029,2505831990.8
GMB       ,2025,2503378106.6
FJI       ,2032,2499867793.4
VUT       ,2000,2482953526.19
GMB       ,2027,2457783737.2
LSO       ,2029,2424704590.1
XKX       ,2031,2415693681.4
GMB       ,2026,2396542007.0
SLE       ,2027,2375035799.5
BLZ       ,2031,2364652395.2
AFG       ,2030,2364382369.0
TON       ,2003,2314363328.36
VUT       ,2006,2287661776.34
LSO       ,2030,2285803178.4
SWZ       ,2030,2253165189.3
SLE       ,2028,2233782029.9
VUT       ,2004,2221350168.84
SLE       ,2029,2217390407.0
LCA       ,2029,2214531755.3
LCA       ,2026,2200563724.2
DZA       ,2025,2173042287.5
BDI       ,2026,2160861664.3
LBR       ,2027,2142361299.4
LSO       ,2031,2141988863.7
LCA       ,2027,2133582802.9
LCA       ,2028,2112231733.2
VUT       ,2003,2095927877.8899999
LCA       ,2025,2082532590.2
GMB       ,2030,2073542531.0
VUT       ,2002,2072872880.59
SLE       ,2030,2070028958.3
TON       ,2006,2069281260.6599998
TON       ,2005,2067014437.06
LCA       ,2030,2047553388.2
IRN       ,2025,2031968260.5
DZA       ,2026,2001728939.2
VUT       ,2001,1977042058.78
XKX       ,2032,1969815065.7
LCA       ,2031,1963011842.1
BDI       ,2027,1958368607.7
TON       ,2004,1941681843.0
SLE       ,2031,1926811776.8
SWZ       ,2031,1922504440.7
LCA       ,2032,1915164156.3
DZA       ,2027,1909163896.0
VUT       ,2005,1897636743.02
TON       ,2002,1886275649.6
BDI       ,2025,1875453446.0
VCT       ,2025,1842329636.8
VCT       ,2026,1831945994.2
SWZ       ,2032,1814011285.0
LBR       ,2028,1793071489.1
SLE       ,2032,1784425938.3
GNQ       ,2030,1743806643.1
GNB       ,2026,1738581706.1
LBR       ,2029,1734045132.7
LSO       ,2032,1725806907.7
LBR       ,2032,1719561523.1
GNB       ,2025,1714716458.4
BWA       ,2032,1711881086.3
LBR       ,2031,1711612273.8
LBR       ,2030,1702142963.1
GNB       ,2027,1677322832.3
GNB       ,2028,1660938436.3999999
BDI       ,2028,1657423076.8
GNB       ,2029,1652250256.3
DZA       ,2028,1649552078.8
VCT       ,2027,1620225218.2
BDI       ,2029,1600834586.0
DZA       ,2029,1536819260.2
GMB       ,2031,1534487445.5
GRD       ,2026,1522035533.0
IRN       ,2026,1517193457.1000001
GRD       ,2025,1503221734.6
VCT       ,2028,1481301912.6
DZA       ,2030,1476958675.9
TON       ,2001,1474894663.91
TON       ,2000,1458220489.33
TLS       ,2027,1453541377.5
VCT       ,2029,1451892328.8
TLS       ,2005,1445977442.3
BDI       ,2030,1444709781.1
DZA       ,2031,1431584826.5
TLS       ,2028,1420833551.5
DZA       ,2032,1397271640.7
TLS       ,2026,1383669521.3
TLS       ,2030,1367032670.7
TLS       ,2029,1348187130.1000001
GMB       ,2032,1347543038.6
GNQ       ,2031,1325134579.3
GRD       ,2027,1318841317.5
VCT       ,2030,1314722480.7
AFG       ,2031,1298970523.2
GNQ       ,2032,1298783033.7
TLS       ,2031,1286691469.7
AFG       ,2032,1235362724.3
VCT       ,2031,1233143148.2
TLS       ,2032,1230177398.7
VCT       ,2032,1207082221.3
GRD       ,2028,1163030350.8
BDI       ,2031,1159920305.4
COM       ,2026,1143441185.4
COM       ,2025,1141367563.4
GRD       ,2029,1131863922.9
IRN       ,2027,1095864322.6000001
TLS       ,2004,1091371556.0
TLS       ,2025,1067964122.6999999
BDI       ,2032,1033795196.4
TLS       ,2002,1022881014.21
SLB       ,2025,1007796920.5
SOM       ,2028,971407230.6
GRD       ,2030,964254853.9
CAF       ,2026,914687686.6
DMA       ,2026,863990688.9
SYR       ,2025,862531189.9
CAF       ,2027,858351678.9
TLS       ,2003,855196727.37
IRN       ,2028,842054624.9
SLB       ,2026,832789732.1
TLS       ,2001,827890449.0
IRN       ,2029,825950376.6999999
COM       ,2027,820209713.2
CAF       ,2028,797986278.1999999
XKX       ,2003,796234828.5300001
GRD       ,2031,787770034.5
CAF       ,2025,781892475.4
GRD       ,2032,764025669.6
ERI       ,2025,752167853.8
TLS       ,2000,747278888.0
SLB       ,2027,733407992.2
ERI       ,2026,718458861.3
ERI       ,2027,709958570.2
HTI       ,2026,709828316.6
VUT       ,2026,688150207.9
DMA       ,2025,675470699.9
CAF       ,2029,672290209.9
VUT       ,2028,663559116.7
VUT       ,2027,655094505.7
DMA       ,2032,642449156.7
HTI       ,2029,634647271.1
SLB       ,2029,628964277.4
HTI       ,2027,625912006.4
DMA       ,2027,622818612.4
HTI       ,2030,622635976.0
SLB       ,2028,622438934.4
HTI       ,2028,614874016.9
VUT       ,2029,609715217.5
DMA       ,2030,608698240.5
DMA       ,2029,607071404.1
WSM       ,2025,602112884.0
ERI       ,2029,599218021.4
WSM       ,2026,596405517.1
VUT       ,2030,593149571.7
XKX       ,2002,592394619.86
HTI       ,2025,590888379.5
ERI       ,2028,590062414.9
WSM       ,2027,586787103.7
VUT       ,2031,583439140.8
ERI       ,2030,579074834.9
DMA       ,2031,576310626.0
ERI       ,2031,573629501.1
VUT       ,2032,569020341.5
DMA       ,2028,564614470.6
ERI       ,2032,560784752.6
SLB       ,2030,559582938.8
CAF       ,2030,552306511.4
VUT       ,2025,547907412.5
HTI       ,2031,543947098.5
COM       ,2028,538542673.5
WSM       ,2028,535475542.1
HTI       ,2032,529054182.3
SLB       ,2031,521647292.7
SLB       ,2032,507969801.8
COM       ,2029,492851927.4
XKX       ,2001,475372450.02000004
SYR       ,2026,464987329.5
WSM       ,2029,461730745.09999996
CAF       ,2031,433871271.90000004
COM       ,2032,415350067.8
COM       ,2031,415016232.5
COM       ,2030,413131243.2
WSM       ,2030,410505564.8
TON       ,2025,402983604.1
TON       ,2026,399027172.0
SYR       ,2027,394618459.8
TON       ,2027,384869805.1
CAF       ,2032,368009304.1
TON       ,2028,365873846.0
WSM       ,2031,338454770.9
IRN       ,2030,336440306.59999996
IRN       ,2031,326466866.59999996
WSM       ,2032,316658123.3
XKX       ,2000,284456527.9
SYR       ,2028,268563518.5
SOM       ,2025,218077657.6
SOM       ,2029,214378585.8
SOM       ,2027,201997851.9
SOM       ,2026,198042978.9
IRN       ,2032,195669136.0
SYR       ,2029,179142060.2
TON       ,2029,161872824.7
SOM       ,2030,155385785.5
SOM       ,2031,144428091.29999998
SOM       ,2032,136299415.1
TON       ,2030,118049825.2
TON       ,2031,71326712.10000001
TON       ,2032,67588557.8
SYR       ,2030,62388492.699999996
SYR       ,2031,61259189.6
SYR       ,2032,43348377.8
