Type,Country Code,Series Code,Description
Country-Series,Nepal (NPL),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Nepal (NPL),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2024 are World Bank staff estimates based on the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021.
Country-Series,Pakistan (PAK),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Debt service data for long-term private nonguaranteed and short-term debt are based on the publications of State Bank of Pakistan. DSSI eligible and participating in 2020, 2021, 2022 and 2023."
Country-Series,Pakistan (PAK),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Pakistan (PAK),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Peru (PER),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Peru (PER),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt data data for 2024 are based on reports provided by the country. Data for 2007 include Bond prepayment and prepayment to Paris Club creditors. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
Country-Series,Philippines (PHL),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Philippines (PHL),"External debt stocks, private nonguaranteed (PNG) (DOD, current US$) (DT.DOD.DPNG.CD)","Long-term private nonguaranteed debt includes the following monitored aggregate private-sector debt: unregistered debt, intercompany debt and capital leases."
Country-Series,Philippines (PHL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Philippines (PHL),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data no longer include unregistered debt and are revised from 2005 based on the reports provided by the country."
Country-Series,Papua New Guinea (PNG),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Papua New Guinea (PNG),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt for 2024 is based on data from the BIS. DSSI eligible and participating in 2020 and 2021.
Country-Series,Papua New Guinea (PNG),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Paraguay (PRY),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Paraguay (PRY),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt for 2024 are based on reports provided by the country. Short-term debt data for 2024 are based on Central Bank data.
Country-Series,Paraguay (PRY),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Rwanda (RWA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Rwanda (RWA),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.
Country-Series,Rwanda (RWA),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,South Asia (SAS),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Sudan (SDN),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Sudan (SDN),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.
Country-Series,Sudan (SDN),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt data for 2024 are World Bank staff estimates. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS. Data include the effects of HIPC debt relief from the World Bank, IMF, and African Development Bank only."
Country-Series,Senegal (SEN),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country, and do not include the debt of state-owned enterprises (SOEs). Long-term private nonguaranteed debt and short-term debt for 2024 are based on data from the Central Bank of West African States, National Directorate Senegal. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021."
Country-Series,Senegal (SEN),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Senegal (SEN),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Solomon Islands (SLB),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Solomon Islands (SLB),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Solomon Islands (SLB),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and not participating in 2020 and 2021
Country-Series,Sierra Leone (SLE),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Sierra Leone (SLE),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Sierra Leone (SLE),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2024 are sourced from the country reports. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.
Country-Series,El Salvador (SLV),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on country reports and market data. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
Country-Series,El Salvador (SLV),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,El Salvador (SLV),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,"Somalia, Fed. Rep. (SOM)","Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,"Somalia, Fed. Rep. (SOM)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,"Somalia, Fed. Rep. (SOM)","External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data and short-term debt data are not available. Beginning in 2018, the data reflect the outstanding debt stock, principal and interest arrears, and include late interest/penalties amounts following the reconcilation excercise by Goverment of Somalia with respective creditors. Data include the effects of Paris Club debt restructuring agreement, HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021."
Country-Series,Serbia (SRB),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2024 are based on reports provided by the country."
Country-Series,Serbia (SRB),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Serbia (SRB),"Population, total (SP.POP.TOTL)","Data source: Statistical Office of the Republic of Serbia, Eurostat, TransMONEE, Council of Europe. Note: Excluding Kosovo."
Country-Series,Sub-Saharan Africa (excluding high income) (SSA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,S�o Tom� and Principe (STP),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,S�o Tom� and Principe (STP),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,S�o Tom� and Principe (STP),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2024 is based on data from the BIS. Data include HIPC and MDRI debt relief. DSSI eligible and participating in 2020, 2021 and 2022."
Country-Series,Suriname (SUR),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed, long-term private nonguaranteed and short-term debt data for 2024 are based on reports provided by the country."
Country-Series,Suriname (SUR),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Eswatini (SWZ),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Eswatini (SWZ),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Eswatini (SWZ),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on IIP, IMF. Short-term debt for 2024 is based on data from the BIS."
Country-Series,Syrian Arab Republic (SYR),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are World Bank staff estimates based on the projected amortization of debt with known terms as of end 2010. These estimates do not account for any new external debt that may have been contracted by Syria since the last reporting period. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS.
Country-Series,Syrian Arab Republic (SYR),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Syrian Arab Republic (SYR),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Chad (TCD),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Chad (TCD),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are partly based on reports provided by the country and World Bank staff estimates due to incomplete reports. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2024 is based on data from the BIS. Data include the effects of HIPC debt relief. DSSI eligible and participating in 2020 and 2021.
Country-Series,Togo (TGO),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on the market data. Short-term debt for 2024 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.
Country-Series,Togo (TGO),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Togo (TGO),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Thailand (THA),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Thailand (THA),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
Country-Series,Thailand (THA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Tajikistan (TJK),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Tajikistan (TJK),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Tajikistan (TJK),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt, long-term private nonguaranteed, and short-term debt data for 2024 are based on reports provided by the country. Short-term debt from 2015 to 2017 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds) and before 2015 is based on data from the BIS. Data include MDRI debt relief. DSSI eligible and participated in 2020, but not participating in 2021."
Country-Series,Turkmenistan (TKM),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. The country resumed reporting on long-term public and publicly guaranteed debt in 2021, and the time series from 2008 onward has been revised. Long-term private nonguaranteed debt data (excluding bonds) only cover European Bank for Reconstruction and Development lending. Short-term debt for 2024 is based on data from the BIS."
Country-Series,Turkmenistan (TKM),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Turkmenistan (TKM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Timor-Leste (TLS),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Timor-Leste (TLS),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS. DSSI eligible and not participating in 2020 and 2021.
Country-Series,Tonga (TON),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available.  Short-term debt for 2024 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021.
Country-Series,Tonga (TON),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Tonga (TON),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Tunisia (TUN),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Tunisia (TUN),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Tunisia (TUN),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.
Country-Series,T�rkiye (TUR),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
Country-Series,T�rkiye (TUR),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,T�rkiye (TUR),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Tanzania (TZA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Tanzania (TZA),"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$) (DT.DOD.DPPG.CD)",Data include debt liabilities of Zanzibar.
Country-Series,Tanzania (TZA),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt for 2024 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.
Country-Series,Tanzania (TZA),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Uganda (UGA),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Uganda (UGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Uganda (UGA),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt for 2024 are based on reports provided by the country. Long term private nonguaranteed debt and short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.
Country-Series,Ukraine (UKR),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Ukraine (UKR),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of recent debt restructuring.
Country-Series,Ukraine (UKR),"Population, total (SP.POP.TOTL)","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report"
Country-Series,Upper middle income (UMC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Uzbekistan (UZB),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Uzbekistan (UZB),"Population, total (SP.POP.TOTL)","Data source: State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects"
Country-Series,Uzbekistan (UZB),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and not participating in 2020 and 2021.
Country-Series,St. Vincent and the Grenadines (VCT),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,St. Vincent and the Grenadines (VCT),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,St. Vincent and the Grenadines (VCT),"External debt stocks, short-term (DOD, current US$) (DT.DOD.DSTC.CD)",Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country.
Country-Series,St. Vincent and the Grenadines (VCT),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2024 are based on reports provided by the country. DSSI eligible and did not participate in 2020, but participating in 2021."
Country-Series,Viet Nam (VNM),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt, long-term private nonguaranteed debt and short-term debt data for 2024 are based on reports provided by the country."
Country-Series,Viet Nam (VNM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Viet Nam (VNM),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Vanuatu (VUT),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Vanuatu (VUT),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Vanuatu (VUT),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2024 is based on data from the BIS. DSSI eligible and not participating in 2020 and 2021.
Country-Series,Samoa (WSM),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt and short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021.
Country-Series,Samoa (WSM),"External debt stocks, short-term (DOD, current US$) (DT.DOD.DSTC.CD)",Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country.
Country-Series,Samoa (WSM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Samoa (WSM),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Kosovo (XKX),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Kosovo (XKX),"Population, total (SP.POP.TOTL)","Data source: Kosovo Agency of Statistics, U.S. Census Bureau"
Country-Series,Kosovo (XKX),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed debt, long-term private nonguaranteed debt and short-term debt data for 2024 are based on reports provided by the country. DSSI eligible and not participating in 2020 and 2021."
Country-Series,"Yemen, Rep. (YEM)","External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt data starting from 2019 and onwards are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt is based on data from the BIS. DSSI eligible and participating in 2020 and 2021 but country has not reported data.
Country-Series,"Yemen, Rep. (YEM)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,"Yemen, Rep. (YEM)","Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,South Africa (ZAF),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,South Africa (ZAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,South Africa (ZAF),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","Long-term public and publicly guaranteed, long-term private nonguaranteed debt and short-term debt data for 2024 are based on reports provided by the country."
Country-Series,Zambia (ZMB),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
Country-Series,Zambia (ZMB),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Zambia (ZMB),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data from 2017 to 2018 are estimates based on country reports and the debt stock reflects new methodology and coverage of debt since 2017. Short-term debt data for 2024 is based on data from the BIS. DSSI eligible and participating in 2020 and 2021.
Country-Series,Zimbabwe (ZWE),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt for 2024 is based on data from the BIS.
Country-Series,Zimbabwe (ZWE),"Population, total (SP.POP.TOTL)",Data source: United Nations World Population Prospects
Country-Series,Zimbabwe (ZWE),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",Data on Foreign Direct Investment are based on Balance of Payments reported by the International Monetary Fund. Unless otherwise specified in the specific years.
